Time,Colour_p4_01,Colour_p4_02,Colour_p4_03,Colour_p4_04
19.830,3.000,1.000,3.000,3.000,
19.840,3.000,1.000,3.000,3.000,
19.850,3.000,1.000,3.000,3.000,
19.860,3.000,1.000,3.000,3.000,
19.870,3.000,1.000,3.000,3.000,
19.880,3.000,1.000,3.000,3.000,
19.890,3.000,1.000,3.000,3.000,
19.900,3.000,3.000,3.000,3.000,
19.910,3.000,3.000,3.000,3.000,
19.920,3.000,3.000,3.000,3.000,
19.930,3.000,3.000,3.000,3.000,
19.940,3.000,3.000,3.000,3.000,
19.950,3.000,3.000,3.000,3.000,
19.960,3.000,3.000,3.000,3.000,
19.970,3.000,3.000,3.000,3.000,
19.980,3.000,3.000,3.000,3.000,
19.990,3.000,3.000,3.000,3.000,
20.000,3.000,3.000,3.000,3.000,
20.010,3.000,3.000,3.000,3.000,
20.020,3.000,3.000,3.000,3.000,
20.030,3.000,3.000,3.000,3.000,
20.040,3.000,3.000,3.000,3.000,
20.050,3.000,3.000,3.000,3.000,
20.060,3.000,3.000,3.000,3.000,
20.070,3.000,3.000,3.000,3.000,
20.080,3.000,3.000,3.000,3.000,
20.090,3.000,3.000,3.000,3.000,
20.100,3.000,3.000,3.000,3.000,
20.110,3.000,3.000,3.000,3.000,
20.120,3.000,3.000,3.000,3.000,
20.130,3.000,3.000,3.000,3.000,
20.140,3.000,3.000,3.000,3.000,
20.150,3.000,3.000,3.000,3.000,
20.160,3.000,3.000,3.000,3.000,
20.170,3.000,3.000,3.000,3.000,
20.180,3.000,3.000,3.000,3.000,
20.190,3.000,3.000,3.000,3.000,
20.200,3.000,3.000,3.000,3.000,
20.210,3.000,3.000,3.000,3.000,
20.220,3.000,3.000,3.000,3.000,
20.230,3.000,3.000,3.000,3.000,
20.240,3.000,3.000,3.000,3.000,
20.250,3.000,3.000,2.000,3.000,
20.260,3.000,3.000,2.000,3.000,
20.270,3.000,3.000,2.000,3.000,
20.280,3.000,3.000,2.000,2.000,
20.290,3.000,3.000,2.000,2.000,
20.300,2.000,3.000,2.000,2.000,
20.310,2.000,3.000,2.000,2.000,
20.320,2.000,3.000,2.000,2.000,
20.330,2.000,3.000,2.000,2.000,
20.340,2.000,3.000,2.000,2.000,
20.350,2.000,3.000,2.000,2.000,
20.360,2.000,3.000,2.000,2.000,
20.370,2.000,3.000,2.000,2.000,
20.380,2.000,3.000,2.000,2.000,
20.390,2.000,3.000,2.000,2.000,
20.400,2.000,3.000,2.000,2.000,
20.410,2.000,3.000,2.000,2.000,
20.420,2.000,3.000,2.000,2.000,
20.430,2.000,3.000,2.000,2.000,
20.440,2.000,3.000,2.000,2.000,
20.450,2.000,3.000,2.000,2.000,
20.460,2.000,3.000,2.000,2.000,
20.470,2.000,3.000,2.000,2.000,
20.480,2.000,3.000,2.000,2.000,
20.490,2.000,3.000,2.000,2.000,
20.500,2.000,3.000,2.000,2.000,
20.510,2.000,3.000,2.000,2.000,
20.520,2.000,3.000,2.000,2.000,
20.530,2.000,3.000,2.000,2.000,
20.540,2.000,3.000,2.000,2.000,
20.550,2.000,3.000,2.000,2.000,
20.560,2.000,3.000,2.000,2.000,
20.570,2.000,3.000,2.000,2.000,
20.580,2.000,3.000,2.000,2.000,
20.590,2.000,3.000,2.000,2.000,
20.600,2.000,3.000,2.000,2.000,
20.610,2.000,3.000,2.000,2.000,
20.620,2.000,3.000,2.000,2.000,
20.630,2.000,3.000,2.000,2.000,
20.640,2.000,3.000,2.000,2.000,
20.650,2.000,3.000,2.000,2.000,
20.660,2.000,3.000,2.000,2.000,
20.670,2.000,3.000,2.000,2.000,
20.680,2.000,3.000,2.000,2.000,
20.690,2.000,3.000,2.000,2.000,
20.700,2.000,3.000,2.000,2.000,
20.710,2.000,3.000,2.000,2.000,
20.720,2.000,3.000,2.000,2.000,
20.730,2.000,3.000,2.000,2.000,
20.740,2.000,3.000,2.000,2.000,
20.750,2.000,3.000,2.000,2.000,
20.760,2.000,3.000,2.000,2.000,
20.770,2.000,3.000,2.000,2.000,
20.780,2.000,3.000,2.000,2.000,
20.790,2.000,3.000,2.000,2.000,
20.800,2.000,3.000,2.000,2.000,
20.810,2.000,3.000,2.000,2.000,
20.820,2.000,3.000,2.000,2.000,
20.830,2.000,3.000,2.000,2.000,
20.840,2.000,3.000,2.000,2.000,
20.850,2.000,3.000,2.000,2.000,
20.860,2.000,3.000,2.000,2.000,
20.870,2.000,3.000,2.000,2.000,
20.880,2.000,3.000,2.000,2.000,
20.890,2.000,3.000,2.000,2.000,
20.900,2.000,3.000,2.000,2.000,
20.910,2.000,3.000,2.000,2.000,
20.920,2.000,3.000,2.000,2.000,
20.930,2.000,3.000,2.000,2.000,
20.940,2.000,3.000,2.000,2.000,
20.950,2.000,3.000,2.000,2.000,
20.960,2.000,3.000,2.000,2.000,
20.970,2.000,3.000,2.000,2.000,
20.980,2.000,3.000,2.000,2.000,
20.990,2.000,3.000,2.000,2.000,
21.000,2.000,3.000,2.000,2.000,
21.010,2.000,3.000,2.000,2.000,
21.020,2.000,3.000,2.000,2.000,
21.030,2.000,3.000,2.000,2.000,
21.040,2.000,3.000,2.000,2.000,
21.050,2.000,3.000,2.000,2.000,
21.060,2.000,3.000,2.000,2.000,
21.070,2.000,3.000,2.000,2.000,
21.080,2.000,3.000,2.000,2.000,
21.090,2.000,3.000,2.000,2.000,
21.100,2.000,3.000,2.000,2.000,
21.110,2.000,3.000,2.000,2.000,
21.120,2.000,3.000,2.000,2.000,
21.130,2.000,3.000,2.000,2.000,
21.140,2.000,3.000,2.000,2.000,
21.150,2.000,3.000,2.000,2.000,
21.160,2.000,3.000,2.000,2.000,
21.170,2.000,3.000,2.000,2.000,
21.180,2.000,3.000,2.000,2.000,
21.190,2.000,3.000,2.000,2.000,
21.200,2.000,3.000,2.000,2.000,
21.210,2.000,3.000,2.000,2.000,
21.220,2.000,3.000,2.000,2.000,
21.230,2.000,3.000,2.000,2.000,
21.240,2.000,3.000,2.000,2.000,
21.250,2.000,3.000,2.000,2.000,
21.260,2.000,3.000,2.000,2.000,
21.270,2.000,3.000,2.000,2.000,
21.280,2.000,3.000,2.000,2.000,
21.290,2.000,3.000,2.000,2.000,
21.300,2.000,3.000,2.000,2.000,
21.310,2.000,3.000,2.000,2.000,
21.320,2.000,3.000,2.000,2.000,
21.330,2.000,3.000,2.000,2.000,
21.340,2.000,3.000,2.000,2.000,
21.350,2.000,3.000,2.000,2.000,
21.360,2.000,3.000,2.000,2.000,
21.370,2.000,3.000,2.000,2.000,
21.380,2.000,3.000,2.000,2.000,
21.390,2.000,3.000,2.000,2.000,
21.400,2.000,3.000,2.000,2.000,
21.410,2.000,3.000,2.000,2.000,
21.420,2.000,3.000,2.000,2.000,
21.430,2.000,3.000,2.000,2.000,
21.440,2.000,3.000,2.000,2.000,
21.450,2.000,3.000,2.000,2.000,
21.460,2.000,3.000,2.000,2.000,
21.470,2.000,3.000,2.000,2.000,
21.480,2.000,2.000,2.000,2.000,
21.490,2.000,2.000,2.000,2.000,
21.500,2.000,2.000,2.000,2.000,
21.510,2.000,2.000,2.000,2.000,
21.520,2.000,2.000,2.000,2.000,
21.530,2.000,2.000,2.000,2.000,
21.540,2.000,2.000,2.000,2.000,
21.550,2.000,2.000,2.000,2.000,
21.560,2.000,2.000,2.000,2.000,
21.570,2.000,2.000,2.000,2.000,
21.580,2.000,2.000,2.000,2.000,
21.590,2.000,2.000,2.000,2.000,
21.600,2.000,2.000,2.000,2.000,
21.610,2.000,2.000,2.000,2.000,
21.620,2.000,2.000,2.000,2.000,
21.630,2.000,2.000,2.000,2.000,
21.640,2.000,2.000,2.000,2.000,
21.650,2.000,2.000,2.000,2.000,
21.660,2.000,2.000,2.000,2.000,
21.670,2.000,2.000,2.000,2.000,
21.680,2.000,2.000,2.000,2.000,
21.690,2.000,2.000,2.000,2.000,
21.700,2.000,2.000,2.000,2.000,
21.710,2.000,2.000,2.000,2.000,
21.720,2.000,2.000,2.000,2.000,
21.730,2.000,2.000,2.000,2.000,
21.740,2.000,2.000,2.000,2.000,
21.750,2.000,2.000,2.000,2.000,
21.760,2.000,2.000,2.000,2.000,
21.770,2.000,2.000,2.000,2.000,
21.780,2.000,2.000,2.000,2.000,
21.790,2.000,2.000,2.000,2.000,
21.800,2.000,2.000,2.000,2.000,
21.810,2.000,2.000,2.000,2.000,
21.820,2.000,2.000,2.000,2.000,
21.830,2.000,2.000,2.000,2.000,
21.840,2.000,2.000,2.000,2.000,
21.850,2.000,2.000,2.000,2.000,
21.860,2.000,2.000,2.000,2.000,
21.870,2.000,2.000,2.000,2.000,
21.880,2.000,2.000,2.000,2.000,
21.890,2.000,2.000,2.000,2.000,
21.900,2.000,2.000,2.000,2.000,
21.910,2.000,2.000,2.000,2.000,
21.920,2.000,2.000,2.000,2.000,
21.930,2.000,2.000,2.000,2.000,
21.940,2.000,2.000,2.000,2.000,
21.950,2.000,2.000,2.000,2.000,
21.960,2.000,2.000,2.000,2.000,
21.970,2.000,2.000,2.000,2.000,
21.980,2.000,2.000,2.000,2.000,
21.990,2.000,2.000,2.000,2.000,
22.000,2.000,2.000,2.000,2.000,
22.010,2.000,2.000,2.000,2.000,
22.020,2.000,2.000,2.000,2.000,
22.030,2.000,2.000,2.000,2.000,
22.040,2.000,2.000,2.000,2.000,
22.050,2.000,2.000,2.000,2.000,
22.060,2.000,2.000,2.000,2.000,
22.070,2.000,2.000,2.000,2.000,
22.080,2.000,2.000,2.000,2.000,
22.090,2.000,2.000,2.000,2.000,
22.100,2.000,2.000,2.000,2.000,
22.110,2.000,2.000,2.000,2.000,
22.120,2.000,2.000,2.000,2.000,
22.130,2.000,2.000,2.000,2.000,
22.140,2.000,2.000,2.000,2.000,
22.150,2.000,2.000,2.000,2.000,
22.160,2.000,2.000,2.000,2.000,
22.170,2.000,2.000,2.000,2.000,
22.180,2.000,2.000,2.000,2.000,
22.190,2.000,2.000,2.000,2.000,
22.200,2.000,2.000,2.000,2.000,
22.210,2.000,2.000,2.000,2.000,
22.220,2.000,2.000,2.000,2.000,
22.230,2.000,2.000,2.000,2.000,
22.240,2.000,2.000,2.000,2.000,
22.250,2.000,2.000,2.000,2.000,
22.260,2.000,2.000,2.000,2.000,
22.270,2.000,2.000,2.000,2.000,
22.280,2.000,2.000,2.000,2.000,
22.290,2.000,2.000,2.000,2.000,
22.300,2.000,2.000,2.000,2.000,
22.310,2.000,2.000,2.000,2.000,
22.320,2.000,2.000,6.000,2.000,
22.330,2.000,2.000,6.000,2.000,
22.340,2.000,2.000,6.000,2.000,
22.350,2.000,2.000,6.000,6.000,
22.360,4.000,2.000,6.000,6.000,
22.370,4.000,2.000,6.000,6.000,
22.380,4.000,2.000,6.000,6.000,
22.390,6.000,2.000,6.000,6.000,
22.400,6.000,2.000,6.000,6.000,
22.410,6.000,2.000,6.000,6.000,
22.420,6.000,2.000,6.000,6.000,
22.430,6.000,2.000,6.000,6.000,
22.440,6.000,2.000,6.000,6.000,
22.450,6.000,2.000,6.000,6.000,
22.460,6.000,2.000,6.000,6.000,
22.470,6.000,2.000,6.000,6.000,
22.480,6.000,2.000,6.000,6.000,
22.490,6.000,2.000,6.000,6.000,
22.500,6.000,2.000,6.000,6.000,
22.510,6.000,2.000,6.000,6.000,
22.520,6.000,2.000,6.000,6.000,
22.530,6.000,2.000,6.000,6.000,
22.540,6.000,2.000,6.000,6.000,
22.550,6.000,2.000,6.000,6.000,
22.560,6.000,2.000,6.000,6.000,
22.570,6.000,2.000,6.000,6.000,
22.580,6.000,2.000,6.000,6.000,
22.590,6.000,2.000,6.000,6.000,
22.600,6.000,2.000,6.000,6.000,
22.610,6.000,2.000,6.000,6.000,
22.620,6.000,2.000,6.000,6.000,
22.630,6.000,2.000,6.000,6.000,
22.640,6.000,2.000,6.000,6.000,
22.650,6.000,2.000,6.000,6.000,
22.660,6.000,2.000,6.000,6.000,
22.670,6.000,2.000,6.000,6.000,
22.680,6.000,2.000,6.000,6.000,
22.690,6.000,2.000,6.000,6.000,
22.700,6.000,2.000,6.000,6.000,
22.710,6.000,2.000,6.000,6.000,
22.720,6.000,2.000,6.000,6.000,
22.730,6.000,2.000,6.000,6.000,
22.740,6.000,2.000,6.000,6.000,
22.750,6.000,2.000,6.000,6.000,
22.760,6.000,2.000,6.000,6.000,
22.770,6.000,2.000,6.000,6.000,
22.780,6.000,2.000,6.000,6.000,
22.790,6.000,2.000,6.000,6.000,
22.800,6.000,2.000,6.000,6.000,
22.810,6.000,2.000,6.000,6.000,
22.820,6.000,2.000,6.000,6.000,
22.830,6.000,2.000,6.000,6.000,
22.840,6.000,2.000,6.000,6.000,
22.850,6.000,2.000,6.000,6.000,
22.860,6.000,2.000,6.000,6.000,
22.870,6.000,2.000,6.000,6.000,
22.880,6.000,2.000,6.000,6.000,
22.890,6.000,2.000,6.000,6.000,
22.900,6.000,2.000,6.000,6.000,
22.910,6.000,2.000,6.000,6.000,
22.920,6.000,2.000,6.000,6.000,
22.930,6.000,2.000,6.000,6.000,
22.940,6.000,2.000,6.000,6.000,
22.950,6.000,2.000,6.000,6.000,
22.960,6.000,2.000,6.000,6.000,
22.970,6.000,2.000,6.000,6.000,
22.980,6.000,2.000,6.000,6.000,
22.990,6.000,2.000,6.000,6.000,
23.000,6.000,2.000,6.000,6.000,
23.010,6.000,2.000,6.000,6.000,
23.020,6.000,2.000,6.000,6.000,
23.030,6.000,2.000,6.000,6.000,
23.040,6.000,2.000,6.000,6.000,
23.050,6.000,2.000,6.000,6.000,
23.060,6.000,2.000,6.000,6.000,
23.070,6.000,2.000,6.000,6.000,
23.080,6.000,2.000,6.000,6.000,
23.090,6.000,2.000,6.000,6.000,
23.100,6.000,2.000,6.000,6.000,
23.110,6.000,2.000,6.000,6.000,
23.120,6.000,2.000,6.000,6.000,
23.130,6.000,2.000,6.000,6.000,
23.140,6.000,2.000,6.000,6.000,
23.150,6.000,2.000,6.000,6.000,
23.160,6.000,2.000,6.000,6.000,
23.170,6.000,2.000,6.000,6.000,
23.180,6.000,2.000,6.000,6.000,
23.190,6.000,2.000,6.000,6.000,
23.200,6.000,2.000,6.000,6.000,
23.210,6.000,2.000,6.000,6.000,
23.220,6.000,2.000,6.000,6.000,
23.230,6.000,2.000,6.000,6.000,
23.240,6.000,2.000,6.000,6.000,
23.250,6.000,2.000,6.000,6.000,
23.260,6.000,2.000,6.000,6.000,
23.270,6.000,2.000,6.000,6.000,
23.280,6.000,2.000,6.000,6.000,
23.290,6.000,2.000,6.000,6.000,
23.300,6.000,2.000,6.000,6.000,
23.310,6.000,2.000,6.000,6.000,
23.320,6.000,2.000,6.000,6.000,
23.330,6.000,2.000,6.000,6.000,
23.340,6.000,2.000,6.000,6.000,
23.350,6.000,2.000,6.000,6.000,
23.360,6.000,2.000,6.000,6.000,
23.370,6.000,2.000,6.000,6.000,
23.380,6.000,2.000,6.000,6.000,
23.390,6.000,2.000,6.000,6.000,
23.400,6.000,2.000,6.000,6.000,
23.410,6.000,6.000,6.000,6.000,
23.420,6.000,6.000,6.000,6.000,
23.430,6.000,6.000,6.000,6.000,
23.440,6.000,6.000,6.000,6.000,
23.450,6.000,6.000,6.000,6.000,
23.460,6.000,6.000,6.000,6.000,
23.470,6.000,6.000,6.000,6.000,
23.480,6.000,6.000,6.000,6.000,
23.490,6.000,6.000,6.000,6.000,
23.500,6.000,6.000,4.000,6.000,
23.510,6.000,6.000,6.000,6.000,
23.520,6.000,6.000,6.000,6.000,
23.530,6.000,6.000,6.000,6.000,
23.540,6.000,6.000,6.000,6.000,
23.550,6.000,6.000,6.000,6.000,
23.560,6.000,6.000,6.000,6.000,
23.570,6.000,6.000,6.000,6.000,
23.580,6.000,6.000,6.000,6.000,
23.590,6.000,6.000,6.000,6.000,
23.600,6.000,6.000,6.000,6.000,
23.610,6.000,6.000,6.000,6.000,
23.620,6.000,6.000,6.000,6.000,
23.630,6.000,6.000,6.000,6.000,
23.640,6.000,6.000,6.000,6.000,
23.650,6.000,6.000,6.000,6.000,
23.660,6.000,6.000,6.000,6.000,
23.670,6.000,6.000,6.000,6.000,
23.680,6.000,6.000,6.000,6.000,
23.690,6.000,6.000,6.000,6.000,
23.700,6.000,6.000,6.000,6.000,
23.710,6.000,6.000,6.000,6.000,
23.720,6.000,6.000,6.000,6.000,
23.730,6.000,6.000,6.000,6.000,
23.740,6.000,6.000,6.000,6.000,
23.750,6.000,6.000,6.000,6.000,
23.760,6.000,6.000,6.000,6.000,
23.770,6.000,6.000,6.000,6.000,
23.780,6.000,6.000,4.000,6.000,
23.790,6.000,6.000,4.000,6.000,
23.800,6.000,6.000,4.000,6.000,
23.810,6.000,6.000,4.000,6.000,
23.820,6.000,6.000,4.000,6.000,
23.830,6.000,6.000,2.000,6.000,
23.840,6.000,6.000,2.000,6.000,
23.850,6.000,6.000,2.000,6.000,
23.860,6.000,6.000,2.000,6.000,
23.870,6.000,6.000,2.000,6.000,
23.880,6.000,6.000,2.000,6.000,
23.890,6.000,6.000,2.000,6.000,
23.900,6.000,6.000,1.000,6.000,
23.910,6.000,6.000,1.000,6.000,
23.920,6.000,6.000,1.000,6.000,
23.930,6.000,6.000,1.000,6.000,
23.940,6.000,6.000,1.000,6.000,
23.950,6.000,6.000,1.000,6.000,
23.960,6.000,6.000,1.000,6.000,
23.970,6.000,6.000,1.000,6.000,
23.980,6.000,6.000,1.000,6.000,
23.990,6.000,6.000,1.000,6.000,
24.000,6.000,6.000,1.000,6.000,
24.010,6.000,6.000,1.000,6.000,
24.020,6.000,6.000,1.000,6.000,
24.030,6.000,6.000,1.000,6.000,
24.040,6.000,6.000,1.000,6.000,
24.050,6.000,6.000,1.000,6.000,
24.060,6.000,6.000,1.000,6.000,
24.070,6.000,6.000,1.000,6.000,
24.080,6.000,6.000,1.000,6.000,
24.090,6.000,6.000,1.000,6.000,
24.100,6.000,6.000,1.000,6.000,
24.110,6.000,6.000,1.000,6.000,
24.120,6.000,6.000,1.000,6.000,
24.130,6.000,6.000,1.000,6.000,
24.140,6.000,6.000,1.000,6.000,
24.150,6.000,6.000,1.000,6.000,
24.160,6.000,6.000,1.000,6.000,
24.170,6.000,6.000,1.000,6.000,
24.180,6.000,6.000,1.000,6.000,
24.190,6.000,6.000,1.000,6.000,
24.200,6.000,6.000,1.000,6.000,
24.210,6.000,6.000,1.000,6.000,
24.220,6.000,6.000,1.000,6.000,
24.230,6.000,6.000,1.000,6.000,
24.240,6.000,6.000,1.000,6.000,
24.250,6.000,6.000,1.000,6.000,
24.260,6.000,6.000,1.000,6.000,
24.270,6.000,6.000,1.000,6.000,
24.280,6.000,6.000,1.000,6.000,
24.290,6.000,6.000,1.000,6.000,
24.300,6.000,6.000,1.000,6.000,
24.310,6.000,6.000,1.000,6.000,
24.320,6.000,6.000,1.000,6.000,
24.330,6.000,6.000,1.000,6.000,
24.340,6.000,6.000,1.000,6.000,
24.350,6.000,6.000,1.000,6.000,
24.360,6.000,6.000,1.000,6.000,
24.370,6.000,6.000,1.000,6.000,
24.380,6.000,6.000,1.000,6.000,
24.390,6.000,6.000,1.000,6.000,
24.400,6.000,6.000,1.000,6.000,
24.410,6.000,6.000,1.000,6.000,
24.420,6.000,6.000,1.000,6.000,
24.430,6.000,6.000,1.000,6.000,
24.440,6.000,6.000,1.000,6.000,
24.450,6.000,6.000,1.000,6.000,
24.460,6.000,6.000,1.000,6.000,
24.470,6.000,6.000,1.000,6.000,
24.480,6.000,6.000,1.000,6.000,
24.490,6.000,6.000,1.000,6.000,
24.500,6.000,6.000,1.000,6.000,
24.510,6.000,6.000,1.000,6.000,
24.520,6.000,6.000,1.000,6.000,
24.530,6.000,6.000,1.000,6.000,
24.540,6.000,6.000,1.000,6.000,
24.550,6.000,6.000,1.000,6.000,
24.560,6.000,6.000,1.000,6.000,
24.570,6.000,6.000,1.000,6.000,
24.580,6.000,6.000,1.000,6.000,
24.590,6.000,6.000,1.000,6.000,
24.600,6.000,6.000,1.000,6.000,
24.610,6.000,6.000,1.000,6.000,
24.620,6.000,6.000,1.000,6.000,
24.630,6.000,6.000,1.000,6.000,
24.640,6.000,6.000,1.000,6.000,
24.650,6.000,6.000,1.000,6.000,
24.660,6.000,6.000,1.000,6.000,
24.670,6.000,6.000,1.000,6.000,
24.680,6.000,6.000,1.000,6.000,
24.690,6.000,6.000,1.000,6.000,
24.700,6.000,6.000,1.000,6.000,
24.710,6.000,6.000,1.000,6.000,
24.720,6.000,6.000,1.000,6.000,
24.730,6.000,6.000,1.000,6.000,
24.740,6.000,6.000,1.000,6.000,
24.750,6.000,6.000,1.000,6.000,
24.760,6.000,6.000,1.000,6.000,
24.770,6.000,6.000,1.000,6.000,
24.780,6.000,6.000,1.000,6.000,
24.790,6.000,6.000,1.000,6.000,
24.800,6.000,6.000,1.000,6.000,
24.810,6.000,6.000,1.000,6.000,
24.820,6.000,6.000,1.000,6.000,
24.830,6.000,6.000,1.000,6.000,
24.840,6.000,6.000,1.000,6.000,
24.850,6.000,6.000,1.000,6.000,
24.860,6.000,6.000,1.000,6.000,
24.870,6.000,6.000,1.000,6.000,
24.880,6.000,6.000,1.000,6.000,
24.890,6.000,6.000,1.000,6.000,
24.900,6.000,6.000,1.000,6.000,
24.910,6.000,6.000,1.000,6.000,
24.920,6.000,6.000,1.000,6.000,
24.930,6.000,6.000,1.000,6.000,
24.940,6.000,6.000,1.000,6.000,
24.950,6.000,6.000,1.000,6.000,
24.960,6.000,6.000,1.000,6.000,
24.970,6.000,6.000,1.000,6.000,
24.980,6.000,6.000,1.000,6.000,
24.990,6.000,6.000,1.000,6.000,
25.000,6.000,6.000,1.000,6.000,
25.010,6.000,6.000,1.000,6.000,
25.020,6.000,6.000,1.000,6.000,
25.030,6.000,6.000,1.000,6.000,
25.040,6.000,6.000,1.000,6.000,
25.050,6.000,6.000,1.000,6.000,
25.060,6.000,6.000,1.000,6.000,
25.070,6.000,6.000,1.000,6.000,
25.080,6.000,6.000,1.000,6.000,
25.090,6.000,6.000,1.000,6.000,
25.100,6.000,6.000,1.000,6.000,
25.110,6.000,6.000,1.000,6.000,
25.120,6.000,6.000,1.000,6.000,
25.130,6.000,6.000,1.000,6.000,
25.140,6.000,6.000,1.000,6.000,
25.150,6.000,6.000,1.000,6.000,
25.160,6.000,6.000,1.000,6.000,
25.170,6.000,6.000,1.000,6.000,
25.180,6.000,6.000,1.000,6.000,
25.190,6.000,6.000,1.000,6.000,
25.200,6.000,6.000,1.000,6.000,
25.210,6.000,6.000,1.000,6.000,
25.220,6.000,6.000,1.000,6.000,
25.230,6.000,6.000,1.000,6.000,
25.240,1.000,6.000,1.000,6.000,
25.250,1.000,6.000,1.000,6.000,
25.260,1.000,6.000,1.000,6.000,
25.270,1.000,6.000,1.000,6.000,
25.280,1.000,6.000,1.000,6.000,
25.290,1.000,6.000,1.000,6.000,
25.300,1.000,6.000,1.000,6.000,
25.310,1.000,6.000,1.000,6.000,
25.320,1.000,6.000,1.000,6.000,
25.330,1.000,6.000,1.000,6.000,
25.340,1.000,6.000,1.000,6.000,
25.350,5.000,6.000,1.000,6.000,
25.360,0.000,6.000,1.000,6.000,
25.370,5.000,6.000,1.000,6.000,
25.380,5.000,6.000,1.000,6.000,
25.390,5.000,6.000,1.000,6.000,
25.400,5.000,6.000,1.000,6.000,
25.410,5.000,6.000,1.000,6.000,
25.420,5.000,6.000,1.000,6.000,
25.430,5.000,6.000,-,6.000,
25.440,5.000,6.000,-,6.000,
25.450,5.000,6.000,-,6.000,
25.460,5.000,6.000,-,6.000,
25.470,5.000,6.000,-,6.000,
25.480,5.000,6.000,-,-,
25.490,5.000,6.000,-,-,
25.500,5.000,6.000,-,-,
25.510,5.000,6.000,-,-,
25.520,5.000,6.000,-,-,
25.530,5.000,6.000,-,-,
25.540,5.000,6.000,-,-,
25.550,5.000,6.000,-,-,
25.560,5.000,6.000,-,-,
25.570,5.000,6.000,-,-,
25.580,5.000,6.000,-,-,
25.590,5.000,6.000,-,-,
25.600,5.000,6.000,-,-,
25.610,5.000,6.000,-,-,
25.620,5.000,6.000,-,-,
25.630,5.000,6.000,-,-,
25.640,5.000,6.000,-,-,
25.650,5.000,6.000,-,-,
25.660,5.000,6.000,-,-,
25.670,5.000,6.000,-,-,
25.680,5.000,6.000,-,-,
25.690,5.000,6.000,-,-,
25.700,5.000,6.000,-,-,
25.710,5.000,6.000,-,-,
25.720,5.000,6.000,-,-,
25.730,5.000,6.000,-,-,
25.740,5.000,6.000,-,-,
25.750,5.000,6.000,-,-,
25.760,5.000,6.000,-,-,
25.770,5.000,6.000,-,-,
25.780,5.000,6.000,-,-,
25.790,5.000,6.000,-,-,
25.800,5.000,6.000,-,-,
25.810,5.000,6.000,-,-,
25.820,5.000,6.000,-,-,
25.830,5.000,6.000,-,-,
25.840,5.000,6.000,-,-,
25.850,5.000,6.000,-,-,
25.860,5.000,6.000,-,-,
25.870,5.000,6.000,-,-,
25.880,5.000,6.000,-,-,
25.890,5.000,6.000,-,-,
25.900,5.000,6.000,-,-,
25.910,5.000,6.000,-,-,
25.920,5.000,6.000,-,-,
25.930,5.000,6.000,-,-,
25.940,5.000,6.000,-,-,
25.950,5.000,6.000,-,-,
25.960,5.000,6.000,-,-,
25.970,5.000,6.000,-,-,
25.980,5.000,6.000,-,-,
25.990,5.000,6.000,-,-,
26.000,5.000,6.000,-,-,
26.010,5.000,6.000,-,-,
26.020,5.000,6.000,-,-,
26.030,5.000,6.000,-,-,
26.040,5.000,6.000,-,-,
26.050,5.000,6.000,-,-,
26.060,5.000,6.000,-,-,
26.070,5.000,6.000,-,-,
26.080,5.000,6.000,-,-,
26.090,5.000,6.000,-,-,
26.100,5.000,6.000,-,-,
26.110,5.000,6.000,-,-,
26.120,5.000,6.000,-,-,
26.130,5.000,6.000,-,-,
26.140,5.000,6.000,-,-,
26.150,5.000,6.000,-,-,
26.160,5.000,6.000,-,-,
26.170,5.000,6.000,-,-,
26.180,5.000,6.000,-,-,
26.190,5.000,6.000,-,-,
26.200,5.000,6.000,-,-,
26.210,5.000,6.000,-,-,
26.220,5.000,6.000,-,-,
26.230,5.000,6.000,-,-,
26.240,5.000,6.000,-,-,
26.250,5.000,6.000,-,-,
26.260,5.000,6.000,-,-,
26.270,5.000,6.000,-,-,
26.280,5.000,6.000,-,-,
26.290,5.000,6.000,-,-,
26.300,5.000,6.000,-,-,
26.310,5.000,6.000,-,-,
26.320,5.000,6.000,-,-,
26.330,5.000,6.000,-,-,
26.340,5.000,6.000,-,-,
26.350,5.000,6.000,-,-,
26.360,5.000,6.000,-,-,
26.370,5.000,-,-,-,
26.380,5.000,-,-,-,
26.390,5.000,-,-,-,
26.400,5.000,-,-,-,
26.410,5.000,-,-,-,
26.420,5.000,-,-,-,
26.430,5.000,-,-,-,
26.440,5.000,-,-,-,
26.450,5.000,-,-,-,
26.460,5.000,-,-,-,
26.470,5.000,-,-,-,
26.480,5.000,-,-,-,
26.490,5.000,-,-,-,
26.500,5.000,-,-,-,
26.510,5.000,-,-,-,
26.520,5.000,-,-,-,
26.530,5.000,-,-,-,
26.540,5.000,-,-,-,
26.550,5.000,-,-,-,
26.560,5.000,-,-,-,
26.570,5.000,-,-,-,
26.580,5.000,-,-,-,
26.590,5.000,-,-,-,
26.600,5.000,-,-,-,
26.610,5.000,-,-,-,
26.620,5.000,-,-,-,
26.630,5.000,-,-,-,
26.640,5.000,-,-,-,
26.650,5.000,-,-,-,
26.660,5.000,-,-,-,
26.670,5.000,-,-,-,
26.680,5.000,-,-,-,
26.690,5.000,-,-,-,
26.700,0.000,-,-,-,
26.710,5.000,-,-,-,
26.720,5.000,-,-,-,
26.730,5.000,-,-,-,
26.740,5.000,-,-,-,
26.750,5.000,-,-,-,
